ID Factura;Tipo de Factura;Ciudad;Tipo de cliente;Genero;Producto;Precio Unitario;Cantidad;Fecha;hora;Medio de Pago;Empleado;Identificador de pago
730-70-9830;C;Naypyitaw;Normal;Female;Papel de regalo estampado Bosque Verde;0.7;6;3/14/2019;17:54;Ewallet;257020;'0000003100097491222813
382-25-8917;C;Naypyitaw;Normal;Male;MejillÃ³n de Chile cocido media concha Hacendado ultracongelado;2.85;6;1/29/2019;12:25;Cash;257021;--
422-29-8786;A;Yangon;Normal;Female;Lote corporal mujer Flor de Mayo Rose Bulgarian;7.95;5;1/3/2019;16:47;Credit card;257022;5665-7551-1432-8507
667-23-5919;A;Yangon;Member;Female;Pizza 4 quesos rellena de gorgonzola Hacendado ultracongelada;2.99;5;1/14/2019;12:52;Ewallet;257023;'0000003100069715555823
843-01-4703;B;Mandalay;Member;Female;Mini burgers de pollo;1.5;9;1/5/2019;19:50;Credit card;257024;5830-7306-7479-6454
743-88-1662;C;Naypyitaw;Normal;Male;Panecillo tostado classic Hacendado;0.78;7;2/22/2019;18:17;Ewallet;257025;'0000003100091001724379
595-86-2894;C;Naypyitaw;Member;Male;Cordones marrones zapato de vestir;1.2;4;2/6/2019;17:20;Ewallet;257020;'0000003100044489303347
182-69-8360;B;Mandalay;Normal;Female;Maquillaje fluido Deliplus fijo & cubriente 02;5.5;4;1/30/2019;13:32;Credit card;257021;5541-9377-8560-2451
289-15-7034;A;Yangon;Member;Male;Pinchos de cerdo con varilla;3.52;4;1/11/2019;10:37;Credit card;257022;5858-8002-3396-5243
462-78-5240;C;Naypyitaw;Normal;Female;Pincel colorete Deliplus;6;2;3/19/2019;14:35;Cash;257023;--
868-52-7573;B;Mandalay;Normal;Female;Pincel colorete Deliplus;6;5;1/14/2019;12:09;Cash;257024;--
153-58-4872;C;Naypyitaw;Member;Female;Licor de manzana Milord;2.65;4;3/1/2019;15:32;Ewallet;257025;'0000003100078871460888
662-72-2873;A;Yangon;Normal;Female;Almeja japonesa;7.2;5;1/6/2019;13:58;Ewallet;257020;'0000003100020882941288
525-88-7307;B;Mandalay;Member;Male;Comida peces de agua frÃ­a Dr. Wu Tetra;2.4;1;1/31/2019;13:19;Cash;257021;--
689-16-9784;C;Naypyitaw;Normal;Male;Preparado paella de marisco Hacendado ultracongelado;3.9;6;3/11/2019;13:37;Cash;257022;--
725-56-0833;A;Yangon;Normal;Female;Desodorante roll-on invisible black & white Nivea;1.85;10;2/20/2019;16:49;Credit card;257023;5473-5842-2685-3434
394-41-0748;C;Naypyitaw;Member;Female;Queso en dados para ensaladas Hacendado;1.6;9;1/27/2019;14:55;Ewallet;257024;'0000003100070164151787
596-42-3999;B;Mandalay;Normal;Male;Arroz redondo Hacendado;0.79;7;3/10/2019;14:04;Credit card;257025;5374-4217-8823-2010
541-89-9860;C;Naypyitaw;Member;Female;Tiras protectoras de poliuretano surtidas Doctor San especial aqua;0.9;3;2/15/2019;12:31;Cash;257020;--
173-82-9529;B;Mandalay;Normal;Female;Gazpacho suave Hacendado;2.6;10;1/26/2019;14:51;Cash;257021;--
563-36-9814;A;Yangon;Member;Male;Almejas rosadas machas Hacendado al natural;2.15;1;2/13/2019;18:27;Ewallet;257022;'0000003100098365412071
308-47-4913;A;Yangon;Member;Female;LejÃ­a perfumada Neutrex frescor verde;1.79;10;3/9/2019;12:45;Credit card;257023;5345-8174-4140-6388
885-17-6250;A;Yangon;Normal;Female;Chicle hierbabuena gragea Hacendado;1.8;1;3/6/2019;10:36;Ewallet;257024;'0000003100037236660203
726-27-2396;A;Yangon;Normal;Female;Aceite corporal tacto seco Deliplus;3.5;5;1/24/2019;20:36;Ewallet;257025;'0000003100056122987494
316-01-3952;A;Yangon;Normal;Female;Galletas mini Oreo;1.45;5;3/13/2019;14:16;Ewallet;257020;'0000003100052960459012
760-54-1821;B;Mandalay;Normal;Male;Filetes de merluza Argentina sin piel Hacendado ultracongelados;5.95;9;3/15/2019;10:26;Cash;257021;--
793-10-3222;B;Mandalay;Member;Female;Postre lÃ¡cteo + proteÃ­nas Hacendado con purÃ© mango y maracuya;1.4;6;3/5/2019;13:30;Credit card;257022;4934-8028-3613-8289
346-12-3257;B;Mandalay;Member;Male;ChampÃº Dermo Sensitive Deliplus cuero cabelludo sensible;1.95;9;3/4/2019;16:28;Cash;257023;--
110-05-6330;C;Naypyitaw;Normal;Female;Protector solar niÃ±os Delial FPS 50+;10.6;6;3/25/2019;20:18;Credit card;257024;4884-5213-4744-3316
651-61-0874;C;Naypyitaw;Normal;Male;Papel higiÃ©nico hÃºmedo WC infantil Bosque Verde;1.85;4;3/12/2019;20:04;Credit card;257025;4521-7471-8812-8666
236-86-3015;C;Naypyitaw;Member;Male;Refresco Fanta limÃ³n zero azÃºcares aÃ±adidos;0.45;1;2/4/2019;13:38;Ewallet;257020;'0000003100066957522826
831-64-0259;B;Mandalay;Normal;Female;Aceite de oliva 1Âº Hacendado;10.6;5;2/22/2019;10:43;Ewallet;257021;'0000003100060468069964
587-03-7455;C;Naypyitaw;Member;Female;Pizza 4 quesos familiar Hacendado;2.99;7;2/16/2019;17:30;Ewallet;257022;'0000003100062948665950
882-40-4577;A;Yangon;Member;Male;Galletas Choco leche con chocolatina Hacendado;1;4;1/19/2019;15:28;Credit card;257023;5130-8217-4779-4304
732-67-5346;A;Yangon;Normal;Male;Jamoncitos de pollo congelados;2.35;5;1/11/2019;19:07;Credit card;257024;4588-7795-3634-6310
725-32-9708;B;Mandalay;Member;Female;Moras;1.99;4;1/4/2019;19:01;Cash;257025;--
256-08-8343;A;Yangon;Normal;Female;Bayeta cristales y espejos Bosque Verde microfibra;0.9;4;3/4/2019;19:48;Ewallet;257020;'0000003100040096471635
372-26-1506;C;Naypyitaw;Normal;Female;Lote mujer Flor de Mayo Sweet;3.99;5;1/28/2019;19:24;Ewallet;257021;'0000003100022997798327
244-08-0162;B;Mandalay;Normal;Female;TÃ© Earl Grey Hacendado;0.95;10;1/2/2019;13:00;Cash;257022;--
569-71-4390;B;Mandalay;Normal;Male;Empanada rellena de atÃºn;3.5;2;1/25/2019;14:29;Ewallet;257023;'0000003100076049734128
132-23-6451;A;Yangon;Member;Male;Borrador mÃ¡gico Bosque Verde;1.43;5;1/4/2019;13:21;Cash;257024;--
696-90-2548;A;Yangon;Normal;Male;Ambientador elÃ©ctrico Bosque Verde dolce;2.99;3;3/10/2019;18:55;Ewallet;257025;'0000003100056791119028
472-15-9636;A;Yangon;Normal;Male;EspÃ¡rrago verde fino;2.15;8;3/22/2019;19:36;Ewallet;257020;'0000003100057847834846
268-03-6164;B;Mandalay;Normal;Male;Compresa sin alas super Deliplus Dry;2.3;1;1/25/2019;16:28;Ewallet;257021;'0000003100018074973539
750-57-9686;C;Naypyitaw;Normal;Female;Contramuslos de pollo marinados con piel;3.39;4;1/8/2019;13:48;Credit card;257022;5994-4711-1368-3324
186-09-3669;C;Naypyitaw;Member;Female;Salsa de queso Hacendado;1.25;1;1/22/2019;10:57;Ewallet;257023;'0000003100017908267393
848-07-1692;B;Mandalay;Normal;Female;Trampa contra hormigas Bosque Verde;2.95;2;1/12/2019;17:13;Ewallet;257024;'0000003100026160841773
745-71-3520;A;Yangon;Member;Female;Pechugas de pollo enteras;3.06;7;2/4/2019;10:23;Cash;257025;--
266-76-6436;C;Naypyitaw;Member;Female;Chupete silicona reversible +6 a 18 meses Deliplus luminiscente;2;3;3/28/2019;13:57;Ewallet;257020;'0000003100043331775700
740-22-2500;C;Naypyitaw;Normal;Female;Eau de toilette hombre Victorio & Lucchino NÂº 2 Frescor extremo;9.9;3;1/23/2019;13:29;Cash;257021;--
271-88-8734;C;Naypyitaw;Member;Female;Escalivada Hacendado;1.99;10;2/8/2019;13:00;Credit card;257022;4948-6840-3217-8205
301-81-8610;B;Mandalay;Member;Male;Eneldo hojas Hacendado;1.05;8;3/19/2019;19:42;Credit card;257023;5105-9603-1210-7344
489-64-4354;C;Naypyitaw;Normal;Male;Hummus de garbanzos Hacendado receta clÃ¡sica;2.29;1;3/9/2019;15:36;Cash;257024;--
198-84-7132;B;Mandalay;Member;Male;Soda cero calorÃ­as Schweppes;4.5;9;1/2/2019;13:40;Cash;257025;--
269-10-8440;A;Yangon;Member;Male;ColoraciÃ³n permanente L'OrÃ©al 5 castaÃ±o claro;7.95;7;1/21/2019;18:01;Cash;257020;--
650-98-6268;B;Mandalay;Member;Female;Filetes de cerdo empanados;2.62;3;3/20/2019;13:53;Credit card;257021;4176-2473-9430-1356
741-73-3559;B;Mandalay;Normal;Male;Muslo de pato en confit Hacendado;4.02;5;2/27/2019;17:27;Cash;257022;--
325-77-6186;A;Yangon;Member;Female;Dorada abierta en libro sin cabeza y sin espina;3.27;10;3/8/2019;10:53;Ewallet;257023;'0000003100031414084561
286-75-7818;B;Mandalay;Normal;Male;Yuca;1.35;2;1/31/2019;19:48;Credit card;257024;5894-2624-4938-8820
574-57-9721;C;Naypyitaw;Normal;Male;Tarta infantil Peppa Pig congelada;11;2;3/8/2019;16:53;Ewallet;257025;'0000003100020592265002
459-50-7686;A;Yangon;Normal;Female;Chicle hierbabuena gragea Hacendado;1.8;6;1/13/2019;19:14;Ewallet;257020;'0000003100025787920800
616-87-0016;B;Mandalay;Normal;Male;Carrillada de cerdo;4.22;7;3/9/2019;14:36;Credit card;257021;5219-3388-4518-9477
837-55-7229;B;Mandalay;Normal;Female;Pechuga de pavo bajo en sal Hacendado finas lonchas;1.89;1;2/22/2019;18:19;Credit card;257022;5943-2160-2615-2650
751-69-0068;C;Naypyitaw;Normal;Male;Cortezas Hacendado;0.59;9;3/19/2019;19:09;Ewallet;257023;'0000003100070661594552
257-73-1380;C;Naypyitaw;Member;Male;CafÃ© molido mezcla fuerte Hacendado;1.19;4;1/20/2019;16:51;Ewallet;257024;'0000003100091649696782
345-08-4992;A;Yangon;Normal;Male;Pechuga de pavo bajo en sal Hacendado finas lonchas;1.89;6;3/8/2019;15:37;Credit card;257025;4675-6560-6823-2641
549-96-4200;C;Naypyitaw;Member;Male;Lote facial mujer Sisbela;7;4;3/8/2019;20:15;Ewallet;257020;'0000003100030913916987
810-60-6344;C;Naypyitaw;Normal;Female;Papel higiÃ©nico hÃºmedo WC Bosque Verde;0.65;8;2/7/2019;14:38;Credit card;257021;4701-6998-6393-2189
450-28-2866;C;Naypyitaw;Member;Male;Medio solomillo de vacuno aÃ±ojo;37.55;5;1/15/2019;19:25;Cash;257022;--
394-30-3170;B;Mandalay;Member;Female;Pulpo crudo grande Hacendado congelado;16.84;8;3/22/2019;19:35;Credit card;257023;5188-1009-6207-2977
138-17-5109;A;Yangon;Member;Female;Limpiador antical Bosque Verde en gel;1.6;9;1/15/2019;15:42;Credit card;257024;5499-1268-1023-8225
192-98-7397;C;Naypyitaw;Normal;Male;Palitos Mikado chocolate noir;1.35;1;1/8/2019;14:11;Ewallet;257025;'0000003100023142280772
301-11-9629;A;Yangon;Normal;Female;Cerveza sin gluten Steinburg 0,0% sin alcohol;2.1;7;1/15/2019;10:43;Cash;257020;--
390-80-5128;B;Mandalay;Member;Female;Recambios hojas de afeitar Personna;2.25;1;1/28/2019;17:58;Credit card;257021;5659-7671-8599-6362
235-46-8343;C;Naypyitaw;Member;Male;Pizza jamÃ³n;1.8;10;2/14/2019;11:26;Credit card;257022;5404-9337-3736-1469
453-12-7053;C;Naypyitaw;Normal;Male;Ã‘oras Hacendado;0.96;3;3/10/2019;17:38;Credit card;257023;4644-2433-1845-1559
296-11-7041;B;Mandalay;Member;Female;PimentÃ³n picante de la Vera Hacendado;1.45;1;1/12/2019;20:07;Credit card;257024;5548-6781-9218-5137
449-27-2918;B;Mandalay;Member;Female;Laca de uÃ±as Glitter Deliplus 944 coral;2.25;1;3/26/2019;11:02;Credit card;257025;5778-8218-6413-8644
891-01-7034;B;Mandalay;Normal;Female;Macedonia de verduras Hacendado;0.75;6;1/1/2019;19:07;Cash;257020;--
744-09-5786;B;Mandalay;Normal;Male;SalchichÃ³n de cebo ibÃ©rico cortado a mÃ¡quina;1.98;6;1/2/2019;18:50;Cash;257021;--
727-17-0390;A;Yangon;Normal;Female;Barritas de cereales muesli Hacendado frutos secos;0.97;5;3/16/2019;12:43;Ewallet;257022;'0000003100068072324853
568-88-3448;A;Yangon;Normal;Male;Cacao soluble en sobres CaoBon;1;1;3/3/2019;15:09;Ewallet;257023;'0000003100055315208637
187-83-5490;A;Yangon;Member;Male;Cerveza El Ãguila sin filtrar;0.89;4;1/31/2019;13:47;Cash;257024;--
767-54-1907;B;Mandalay;Member;Female;ChampÃº liso keratina TRESemmÃ© con aceite de marula;4.5;5;2/13/2019;16:59;Cash;257025;--
710-46-4433;B;Mandalay;Member;Female;CastaÃ±as tostadas y peladas Hacendado;1.35;9;2/15/2019;14:15;Credit card;257020;5157-4762-7135-8001
533-33-5337;B;Mandalay;Normal;Male;BÃ­fidus desnatado cremoso Hacendado natural edulcorado;1;10;2/7/2019;20:24;Cash;257021;--
325-90-8763;C;Naypyitaw;Member;Female;Lote corporal Nivea Men;7.95;10;1/27/2019;13:58;Cash;257022;--
729-46-7422;C;Naypyitaw;Normal;Male;Lote hombre Adidas Ice dive;9.5;1;2/23/2019;16:52;Credit card;257023;5940-8908-8942-1648
639-76-1242;C;Naypyitaw;Normal;Male;Flautas de pollo y queso;1.7;5;2/3/2019;15:19;Cash;257024;--
234-03-4040;B;Mandalay;Member;Female;Chupete silicona reversible +0 a 6 meses Deliplus;2;10;3/3/2019;12:25;Credit card;257025;5824-8924-3981-6605
326-71-2155;C;Naypyitaw;Normal;Female;Mistela muy dulce de moscatel Mig Segle D.O Valencia;2.89;4;2/3/2019;10:02;Cash;257020;--
320-32-8842;C;Naypyitaw;Member;Female;Peine para bebÃ© con pÃºas redondeadas Deliplus;1.1;1;3/17/2019;18:58;Cash;257021;--
470-32-9057;A;Yangon;Member;Male;Crema facial efecto lifting Deliplus;4;5;3/28/2019;15:31;Credit card;257022;4920-4604-3314-5274
878-30-2331;C;Naypyitaw;Member;Female;Tortitas de avena y arroz Selecta;1.35;10;3/2/2019;11:22;Credit card;257023;5269-5891-5752-8157
440-59-5691;C;Naypyitaw;Member;Female;Relleno para kebab con carne de pollo y ternera Hacendado ultracongelado;1.98;7;2/8/2019;13:12;Credit card;257024;5784-3276-8113-8048
554-53-3790;B;Mandalay;Normal;Male;Tampones regular Tampax;3.4;6;3/22/2019;18:33;Cash;257025;--
746-19-0921;C;Naypyitaw;Normal;Male;Vino rosado D.O Rioja Comportillo cosecha;2.35;1;2/9/2019;10:02;Ewallet;257020;'0000003100067154265571
233-34-0817;C;Naypyitaw;Member;Female;Salsa ligera Ligeresa;1;1;2/15/2019;11:21;Cash;257021;--
767-05-1286;C;Naypyitaw;Member;Female;Desmaquillador de ojos y labios bifÃ¡sico Deliplus todo tipo de pieles;2.15;6;1/23/2019;12:10;Ewallet;257022;'0000003100072324778886
340-21-9136;A;Yangon;Member;Female;Chorizo lonchas Revilla;1;4;1/25/2019;11:40;Cash;257023;--
405-31-3305;A;Yangon;Member;Male;Cucharas bebÃ© +6 meses para purÃ©s y papillas Deliplus;2;10;2/2/2019;18:31;Credit card;257024;5152-6348-9525-8146
731-59-7531;B;Mandalay;Member;Male;Mortadela Hacendado lonchas;0.9;8;3/30/2019;17:58;Cash;257025;--
676-39-6028;A;Yangon;Member;Female;Pera en zumo de uva Hacendado;1.45;5;3/30/2019;17:04;Cash;257020;--
502-05-1910;A;Yangon;Normal;Male;Zumo de tomate picante Big Tom;1.65;3;2/25/2019;20:35;Credit card;257021;4777-5474-1318-9513
485-30-8700;A;Yangon;Normal;Female;Vino tinto D.O Somontano Pico Aneto reserva;4.55;5;3/18/2019;16:10;Credit card;257022;4816-2711-5725-1817
598-47-9715;C;Naypyitaw;Normal;Male;Agua de soda con sifÃ³n La Casa;1.29;4;3/7/2019;16:54;Ewallet;257023;'0000003100046964448969
701-69-8742;B;Mandalay;Normal;Male;Vino tinto D.O Ribera del Duero Condado de TeÃ³n roble;4.95;10;3/16/2019;10:11;Ewallet;257024;'0000003100051320547480
575-67-1508;A;Yangon;Normal;Male;Eneldo hojas Hacendado;1.05;1;1/29/2019;11:26;Ewallet;257025;'0000003100080981026458
541-08-3113;C;Naypyitaw;Normal;Male;Vino blanco D.O La Mancha Fidencio;1.2;8;2/2/2019;20:29;Cash;257020;--
246-11-3901;C;Naypyitaw;Normal;Female;Alistado mediano Hacendado congelado;24.95;10;2/15/2019;12:12;Cash;257021;--
674-15-9296;A;Yangon;Normal;Male;Lote mujer 9.60 Pure;4.9;5;1/8/2019;13:05;Ewallet;257022;'0000003100017352308849
305-18-3552;B;Mandalay;Member;Male;Lote mujer Adolfo Dominguez Love Live;21.9;10;2/12/2019;16:19;Cash;257023;--
493-65-6248;C;Naypyitaw;Member;Female;Margarina ligera Hacendado;0.8;10;1/1/2019;19:48;Credit card;257024;4419-3134-6255-5203
438-01-4015;B;Mandalay;Member;Female;CÃ³ctel de encurtidos Hacendado en vinagre;2.15;4;3/21/2019;15:25;Ewallet;257025;'0000003100041111723502
709-58-4068;B;Mandalay;Normal;Female;Queso oveja viejo Entrepinares;3.88;10;2/28/2019;14:42;Cash;257020;--
795-49-7276;A;Yangon;Normal;Male;Papilla menestra de codero a la crema Hero baby recetas caseras +6 meses;1.75;4;3/23/2019;18:59;Ewallet;257021;'0000003100066166875291
556-72-8512;C;Naypyitaw;Normal;Male;Pistacho natural Hacendado;2.55;1;1/30/2019;20:47;Cash;257022;--
627-95-3243;B;Mandalay;Member;Female;Patatas bravas ultracongeladas;1.2;9;2/4/2019;13:21;Ewallet;257023;'0000003100058499017243
686-41-0932;B;Mandalay;Normal;Female;Molde de aluminio rectangular 0,5L AlibÃ©rico;1.35;2;3/13/2019;19:48;Ewallet;257024;'0000003100076539058745
510-09-5628;A;Yangon;Member;Female;Sepia limpia pequeÃ±a Hacendado congelada;3.95;10;3/15/2019;18:20;Credit card;257025;4946-1030-3807-2904
608-04-3797;B;Mandalay;Member;Female;Chocolate para hacer a la taza Valor;2.15;8;3/5/2019;20:24;Ewallet;257020;'0000003100068433173949
148-82-2527;C;Naypyitaw;Member;Female;Vermouth rojo Maronti reserva;3.29;10;3/5/2019;13:44;Credit card;257021;5219-6178-9943-6305
437-53-3084;B;Mandalay;Normal;Male;Crema facial reaffirmant Luxe caviar Deliplus;5;2;2/26/2019;11:48;Ewallet;257022;'0000003100069855647477
632-32-4574;B;Mandalay;Normal;Male;RequesÃ³n Montesinos;1;8;3/20/2019;14:14;Cash;257023;--
556-97-7101;C;Naypyitaw;Normal;Female;Caramelo lÃ­quido Hacendado;1.45;2;1/1/2019;15:51;Cash;257024;--
862-59-8517;C;Naypyitaw;Normal;Female;Fluido hidratante Deliplus pieles grasas;2.8;6;1/27/2019;11:17;Cash;257025;--
401-18-8016;B;Mandalay;Member;Female;Papilla zanahorias baby con ternera Hero baby +6 meses;0.99;1;1/21/2019;17:36;Cash;257020;--
420-18-8989;A;Yangon;Member;Female;Cebollitas sabor anchoa Hacendado;0.95;8;2/2/2019;15:47;Cash;257021;--
277-63-2961;B;Mandalay;Member;Male;Bebida isotÃ³nica limÃ³n Aquarius;1.4;1;2/3/2019;15:53;Credit card;257022;4728-3477-4640-5709
573-98-8548;C;Naypyitaw;Member;Female;Cepillo dental elÃ©ctrico Deliplus desechable;3.6;1;1/5/2019;12:40;Ewallet;257023;'0000003100095149171293
620-02-2046;C;Naypyitaw;Normal;Male;70% Alcohol limpieza hogar Bosque Verde;1.8;2;1/27/2019;19:48;Ewallet;257024;'0000003100022105443751
282-35-2475;B;Mandalay;Normal;Female;Yogur natural azucarado Danone;1.99;2;3/25/2019;17:53;Cash;257025;--
511-54-3087;B;Mandalay;Normal;Male;Empanadillas de atÃºn Hacendado ultracongeladas;1.6;1;2/25/2019;16:36;Credit card;257020;4163-3386-9474-8673
726-29-6793;A;Yangon;Member;Male;Estropajo acero inoxidable Bosque Verde;0.7;8;1/28/2019;20:54;Ewallet;257021;'0000003100096672797602
387-49-4215;B;Mandalay;Member;Female;Compresa sin alas super plegada Deliplus Classic;1.25;3;1/8/2019;12:50;Cash;257022;--
862-17-9201;B;Mandalay;Normal;Female;Tarta de queso clÃ¡sica Granja Rinya;0.89;6;1/29/2019;10:48;Credit card;257023;5185-3259-7970-8720
291-21-5991;B;Mandalay;Member;Male;Bebida energÃ©tica original Burn;0.73;5;3/29/2019;14:28;Cash;257024;--
602-80-9671;C;Naypyitaw;Member;Female;Mix de verduras jardinera;1.45;6;2/9/2019;17:15;Credit card;257025;5568-9330-6857-4076
347-72-6115;B;Mandalay;Member;Female;Nuggets de merluza Pescanova ultracongelados;1.99;7;1/16/2019;18:03;Credit card;257020;5862-6091-8029-7690
209-61-0206;A;Yangon;Normal;Female;Pintalabios mate 01 rojo Deliplus My Soul;4.75;5;1/5/2019;17:29;Ewallet;257021;'0000003100029194886505
595-27-4851;A;Yangon;Normal;Female;Pomelo;0.81;7;1/27/2019;18:05;Ewallet;257022;'0000003100075910059543
189-52-0236;A;Yangon;Normal;Male;SÃ¡ndwich pavo, queso y espinacas Hacendado;1.5;7;3/14/2019;12:07;Cash;257023;--
503-07-0930;C;Naypyitaw;Member;Male;Aceite Ã¡rbol del tÃ© Deliplus 100% puro;3.5;7;2/23/2019;19:49;Credit card;257024;4730-3788-2262-7309
413-20-6708;C;Naypyitaw;Member;Female;Maquillaje fluido Deliplus fijo & cubriente 04;5.5;1;3/18/2019;15:52;Ewallet;257025;'0000003100088500650109
425-85-2085;B;Mandalay;Member;Male;Cava brut rosado CabrÃ© & SabatÃ©;2.29;5;3/29/2019;16:48;Ewallet;257020;'0000003100098890346796
521-18-7827;C;Naypyitaw;Member;Male;Recambios cepillo facial elÃ©ctrico Blushion;5;5;1/22/2019;20:46;Credit card;257021;4659-6699-7093-9730
220-28-1851;A;Yangon;Normal;Male;ColoraciÃ³n permanente Deliplus 6.1 rubio oscuro ceniza;3.9;2;3/1/2019;18:14;Ewallet;257022;'0000003100083807181002
600-38-9738;C;Naypyitaw;Member;Male;Eau de cologne hombre Brummel;9.95;5;1/17/2019;15:05;Credit card;257023;4100-6493-4618-7057
734-91-1155;B;Mandalay;Normal;Female;Agua mineral Font Vella pequeÃ±a tapÃ³n infantil;2.34;3;3/26/2019;10:34;Credit card;257024;5721-4951-5453-2740
451-28-5717;C;Naypyitaw;Member;Female;Ensalada CÃ©sar;1.99;6;3/20/2019;11:23;Cash;257025;--
609-81-8548;A;Yangon;Member;Female;Esponja de baÃ±o doble acciÃ³n suave masaje Deliplus;0.99;6;2/6/2019;13:55;Credit card;257020;5515-6481-3435-6204
133-14-7229;C;Naypyitaw;Normal;Male;Cerveza Amstel;4.79;2;1/1/2019;11:43;Cash;257021;--
534-01-4457;A;Yangon;Normal;Male;Bandas de cera especial cuerpo y piernas Veet piel sensible;4.45;6;1/27/2019;14:36;Credit card;257022;5365-1727-2723-5299
719-89-8991;A;Yangon;Member;Female;Retoca raÃ­ces instantÃ¡neo L'OrÃ©al castaÃ±o;5.95;5;2/25/2019;16:03;Ewallet;257023;'0000003100019604248943
286-62-6248;B;Mandalay;Normal;Male;ChampÃº liso keratina TRESemmÃ© con aceite de marula;4.5;4;1/16/2019;20:03;Credit card;257024;4413-4606-5440-6545
339-38-9982;B;Mandalay;Member;Male;Croquetas de cocido Hacendado ultracongeladas;1.5;2;1/13/2019;14:55;Ewallet;257025;'0000003100016731333765
827-44-5872;B;Mandalay;Member;Female;Pizza masa fina jamÃ³n Hacendado ultracongelada;2.29;10;2/7/2019;11:28;Credit card;257020;5977-8829-1797-7451
827-77-7633;A;Yangon;Normal;Male;Limpiagafas con gamuza Disop;2.25;9;2/17/2019;19:41;Cash;257021;--
287-83-1405;A;Yangon;Normal;Male;Sazonador al horno y microondas pollo al ajo y limÃ³n Hacendado;0.95;6;2/12/2019;19:01;Ewallet;257022;'0000003100090113785473
435-13-4908;A;Yangon;Member;Male;Cerveza negra Black 1897;2.7;8;1/24/2019;18:04;Credit card;257023;5909-1953-6787-4403
857-67-9057;B;Mandalay;Normal;Male;Maquillaje fluido Deliplus natural radiante 04;5.5;10;2/6/2019;19:20;Ewallet;257024;'0000003100051025325451
236-27-1144;C;Naypyitaw;Normal;Female;Caramelo lÃ­quido Hacendado;1.45;9;3/26/2019;10:31;Ewallet;257025;'0000003100073501362175
892-05-6689;A;Yangon;Normal;Female;Panecillo tostado classic Hacendado;0.78;5;3/11/2019;13:28;Ewallet;257020;'0000003100034658271965
583-41-4548;C;Naypyitaw;Normal;Male;Acondicionador protector color vive Elvive cabello teÃ±ido;2.79;7;2/7/2019;11:36;Ewallet;257021;'0000003100020118370056
339-12-4827;B;Mandalay;Member;Female;Queso en dados feta Hacendado;1.7;1;1/5/2019;11:32;Credit card;257022;4809-6403-1810-8661
643-38-7867;A;Yangon;Normal;Male;Laca de uÃ±as manicura francesa Deliplus rosa 03;2.75;1;3/7/2019;11:44;Ewallet;257023;'0000003100029792838040
308-81-0538;A;Yangon;Normal;Female;Patatas bravas ultracongeladas;1.2;4;2/25/2019;17:16;Credit card;257024;4949-8495-2401-1661
358-88-9262;C;Naypyitaw;Member;Female;ColoraciÃ³n permanente L'OrÃ©al 10 rubio muy claro;7.95;6;2/1/2019;18:43;Ewallet;257025;'0000003100087796039789
460-35-4390;A;Yangon;Normal;Male;Frambuesas;2.29;3;1/22/2019;11:00;Ewallet;257020;'0000003100031968668412
343-87-0864;C;Naypyitaw;Member;Male;ColoraciÃ³n permanente Deliplus 2.10 negro azul;3.9;1;1/3/2019;10:30;Credit card;257021;4924-8821-8635-5570
173-50-1108;B;Mandalay;Member;Female;Bocaditos en gelatina gato adulto Delikuit;2.99;4;2/13/2019;12:14;Credit card;257022;4443-7171-5786-6653
243-47-2663;C;Naypyitaw;Member;Male;Calamar en tinta Hacendado;1.69;6;1/28/2019;16:43;Credit card;257023;4385-6795-7581-5268
841-18-8232;B;Mandalay;Normal;Female;Retoca raÃ­ces instantÃ¡neo L'OrÃ©al castaÃ±o;5.95;1;1/5/2019;20:40;Credit card;257024;5416-6305-4619-3605
701-23-5550;B;Mandalay;Member;Male;JabÃ³n de manos kids Deliplus lÃ­quido;1.3;4;3/19/2019;13:40;Ewallet;257025;'0000003100055315442512
647-50-1224;A;Yangon;Normal;Female;Medallones de merluza del cabo Hacendado ultracongelados;3.6;10;1/12/2019;16:23;Ewallet;257020;'0000003100048627707656
541-48-8554;A;Yangon;Normal;Male;Ensalada mezcla brotes tiernos;0.99;9;1/7/2019;12:08;Credit card;257021;4654-5607-6860-8725
539-21-7227;B;Mandalay;Normal;Female;Acondicionador protector color vive Elvive cabello teÃ±ido;2.79;5;1/26/2019;17:45;Cash;257022;--
213-32-1216;A;Yangon;Normal;Female;Cava brut rosado CabrÃ© & SabatÃ©;2.29;6;1/23/2019;10:28;Cash;257023;--
747-58-7183;B;Mandalay;Normal;Male;Brochetas de madera;1;3;2/9/2019;20:31;Ewallet;257024;'0000003100019644980188
582-52-8065;B;Mandalay;Normal;Female;Smoothie mango & coco Hacendado;1.6;9;2/22/2019;10:49;Cash;257025;--
210-57-1719;B;Mandalay;Normal;Female;Batido sabor fresa Hacendado;1.09;9;2/5/2019;12:34;Cash;257020;--
399-69-4630;C;Naypyitaw;Normal;Male;Chicle hierbabuena gragea Hacendado;1.8;6;3/7/2019;10:23;Credit card;257021;4621-5293-3846-8354
134-75-2619;A;Yangon;Member;Male;LasaÃ±a boloÃ±esa familiar Hacendado;3.85;7;3/25/2019;18:51;Cash;257022;--
356-44-8813;B;Mandalay;Normal;Male;Rabo de vacuno aå˜ojo congelado;10.95;3;1/20/2019;13:45;Credit card;257023;5490-7405-7790-9459
